question_id,forecast_source,forecast_version,option,probability,forecast_date
bfg_q16,bioscancast_baseline,2026-08-05,0,0.6,2026-08-05
bfg_q16,bioscancast_baseline,2026-08-05,1,0.2,2026-08-05
bfg_q16,bioscancast_baseline,2026-08-05,2 to 3,0.1,2026-08-05
bfg_q16,bioscancast_baseline,2026-08-05,4 to 6,0.05,2026-08-05
bfg_q16,bioscancast_baseline,2026-08-05,7 or more,0.05,2026-08-05
bfg_q17,bioscancast,2026-08-05,"under 175,000",0.05290579371426083,2026-08-05
bfg_q17,bioscancast,2026-08-05,"175,000 to 274,999",0.12112403115660576,2026-08-05
bfg_q17,bioscancast,2026-08-05,"275,000 to 399,999",0.21691593309343335,2026-08-05
bfg_q17,bioscancast,2026-08-05,"400,000 to 599,999",0.33899827280859424,2026-08-05
bfg_q17,bioscancast,2026-08-05,"600,000 or more",0.2700559692271059,2026-08-05
bfg_q17,bioscancast_baseline,2026-08-05,"under 175,000",0.15,2026-08-05
bfg_q17,bioscancast_baseline,2026-08-05,"175,000 to 274,999",0.25,2026-08-05
bfg_q17,bioscancast_baseline,2026-08-05,"275,000 to 399,999",0.25,2026-08-05
bfg_q17,bioscancast_baseline,2026-08-05,"400,000 to 599,999",0.2,2026-08-05
bfg_q17,bioscancast_baseline,2026-08-05,"600,000 or more",0.15,2026-08-05
bfg_q18,bioscancast,2026-08-05,under 1.5M,0.077,2026-08-05
bfg_q18,bioscancast,2026-08-05,1.5M to 1.99M,0.214,2026-08-05
bfg_q18,bioscancast,2026-08-05,2.0M to 2.99M,0.376,2026-08-05
bfg_q18,bioscancast,2026-08-05,3.0M to 4.49M,0.19799999999999998,2026-08-05
bfg_q18,bioscancast,2026-08-05,4.5M or more,0.135,2026-08-05
bfg_q18,bioscancast_baseline,2026-08-05,under 1.5M,0.25,2026-08-05
bfg_q18,bioscancast_baseline,2026-08-05,1.5M to 1.99M,0.3,2026-08-05
bfg_q18,bioscancast_baseline,2026-08-05,2.0M to 2.99M,0.2,2026-08-05
bfg_q18,bioscancast_baseline,2026-08-05,3.0M to 4.49M,0.15,2026-08-05
bfg_q18,bioscancast_baseline,2026-08-05,4.5M or more,0.1,2026-08-05
bfg_q19,bioscancast,2026-08-05,0,0.2016016057765844,2026-08-05
bfg_q19,bioscancast,2026-08-05,1,0.22222098371937227,2026-08-05
bfg_q19,bioscancast,2026-08-05,2 to 3,0.3830084769424209,2026-08-05
bfg_q19,bioscancast,2026-08-05,4 to 5,0.12261816889651433,2026-08-05
bfg_q19,bioscancast,2026-08-05,6 or more,0.07055076466510797,2026-08-05
bfg_q19,bioscancast_baseline,2026-08-05,0,0.4,2026-08-05
bfg_q19,bioscancast_baseline,2026-08-05,1,0.3,2026-08-05
bfg_q19,bioscancast_baseline,2026-08-05,2 to 3,0.2,2026-08-05
bfg_q19,bioscancast_baseline,2026-08-05,4 to 5,0.1,2026-08-05
bfg_q19,bioscancast_baseline,2026-08-05,6 or more,0.0,2026-08-05
bfg_q20,bioscancast,2026-08-05,8 or fewer,0.28,2026-08-05
bfg_q20,bioscancast,2026-08-05,9 to 11,0.32,2026-08-05
bfg_q20,bioscancast,2026-08-05,12 to 14,0.22,2026-08-05
bfg_q20,bioscancast,2026-08-05,15 to 17,0.12000000000000001,2026-08-05
bfg_q20,bioscancast,2026-08-05,18 or more,0.05999999999999997,2026-08-05
bfg_q20,bioscancast_baseline,2026-08-05,8 or fewer,0.4,2026-08-05
bfg_q20,bioscancast_baseline,2026-08-05,9 to 11,0.3,2026-08-05
bfg_q20,bioscancast_baseline,2026-08-05,12 to 14,0.15,2026-08-05
bfg_q20,bioscancast_baseline,2026-08-05,15 to 17,0.1,2026-08-05
bfg_q20,bioscancast_baseline,2026-08-05,18 or more,0.05,2026-08-05
bfg_q21,bioscancast,2026-08-05,YES,0.17618327637614142,2026-08-05
bfg_q21,bioscancast,2026-08-05,NO,0.8238167236238585,2026-08-05
bfg_q21,bioscancast_baseline,2026-08-05,YES,0.3,2026-08-05
bfg_q21,bioscancast_baseline,2026-08-05,NO,0.7,2026-08-05
bfg_q22,bioscancast,2026-08-05,15 or fewer,0.45177351802325555,2026-08-05
bfg_q22,bioscancast,2026-08-05,16 to 30,0.3170626662814642,2026-08-05
bfg_q22,bioscancast,2026-08-05,31 to 50,0.1297755385689395,2026-08-05
bfg_q22,bioscancast,2026-08-05,51 to 79,0.06567916153961106,2026-08-05
bfg_q22,bioscancast,2026-08-05,80 or more,0.03570911558672973,2026-08-05
bfg_q22,bioscancast_baseline,2026-08-05,15 or fewer,0.6,2026-08-05
bfg_q22,bioscancast_baseline,2026-08-05,16 to 30,0.2,2026-08-05
bfg_q22,bioscancast_baseline,2026-08-05,31 to 50,0.1,2026-08-05
bfg_q22,bioscancast_baseline,2026-08-05,51 to 79,0.05,2026-08-05
bfg_q22,bioscancast_baseline,2026-08-05,80 or more,0.05,2026-08-05
bfg_q23,bioscancast,2026-08-05,YES,0.7494527378408098,2026-08-05
bfg_q23,bioscancast,2026-08-05,NO,0.25054726215919015,2026-08-05
bfg_q23,bioscancast_baseline,2026-08-05,YES,0.6,2026-08-05
bfg_q23,bioscancast_baseline,2026-08-05,NO,0.4,2026-08-05
bfg_q24,bioscancast,2026-08-05,"under 250,000",0.15596966774982118,2026-08-05
bfg_q24,bioscancast,2026-08-05,"250,000 to 374,999",0.28403706104001886,2026-08-05
bfg_q24,bioscancast,2026-08-05,"375,000 to 524,999",0.2513768855373322,2026-08-05
bfg_q24,bioscancast,2026-08-05,"525,000 to 749,999",0.1726209951199981,2026-08-05
bfg_q24,bioscancast,2026-08-05,"750,000 or more",0.13599539055282964,2026-08-05
bfg_q24,bioscancast_baseline,2026-08-05,"under 250,000",0.4,2026-08-05
bfg_q24,bioscancast_baseline,2026-08-05,"250,000 to 374,999",0.3,2026-08-05
bfg_q24,bioscancast_baseline,2026-08-05,"375,000 to 524,999",0.15,2026-08-05
bfg_q24,bioscancast_baseline,2026-08-05,"525,000 to 749,999",0.1,2026-08-05
bfg_q24,bioscancast_baseline,2026-08-05,"750,000 or more",0.05,2026-08-05
bfg_q25,bioscancast,2026-08-05,"under 2,000",0.07488650358087971,2026-08-05
bfg_q25,bioscancast,2026-08-05,"2,000 to 2,999",0.17580059541200171,2026-08-05
bfg_q25,bioscancast,2026-08-05,"3,000 to 3,999",0.3179001252957551,2026-08-05
bfg_q25,bioscancast,2026-08-05,"4,000 to 5,499",0.2506574650674363,2026-08-05
bfg_q25,bioscancast,2026-08-05,"5,500 or more",0.1807553106439271,2026-08-05
bfg_q25,bioscancast_baseline,2026-08-05,"under 2,000",0.25,2026-08-05
bfg_q25,bioscancast_baseline,2026-08-05,"2,000 to 2,999",0.35,2026-08-05
bfg_q25,bioscancast_baseline,2026-08-05,"3,000 to 3,999",0.2,2026-08-05
bfg_q25,bioscancast_baseline,2026-08-05,"4,000 to 5,499",0.1,2026-08-05
bfg_q25,bioscancast_baseline,2026-08-05,"5,500 or more",0.1,2026-08-05
bfg_q1,bioscancast,20260729_rerun,"under 2,500",0.10623165913364467,2026-07-29
bfg_q1,bioscancast,20260729_rerun,"2,500 to 4,999",0.17509326790480623,2026-07-29
bfg_q1,bioscancast,20260729_rerun,"5,000 to 9,999",0.2124633182672894,2026-07-29
bfg_q1,bioscancast,20260729_rerun,"10,000 to 19,999",0.2977886460756808,2026-07-29
bfg_q1,bioscancast,20260729_rerun,"20,000 or more",0.20842310861857885,2026-07-29
bfg_q1,bioscancast_baseline,20260729_rerun,"under 2,500",0.15,2026-07-29
bfg_q1,bioscancast_baseline,20260729_rerun,"2,500 to 4,999",0.25,2026-07-29
bfg_q1,bioscancast_baseline,20260729_rerun,"5,000 to 9,999",0.3,2026-07-29
bfg_q1,bioscancast_baseline,20260729_rerun,"10,000 to 19,999",0.2,2026-07-29
bfg_q1,bioscancast_baseline,20260729_rerun,"20,000 or more",0.1,2026-07-29
bfg_q2,bioscancast,20260729_rerun,under 750,0.0003163802458815884,2026-07-29
bfg_q2,bioscancast,20260729_rerun,"750 to 1,499",0.004982676644464104,2026-07-29
bfg_q2,bioscancast,20260729_rerun,"1,500 to 2,999",0.8847200392636371,2026-07-29
bfg_q2,bioscancast,20260729_rerun,"3,000 to 4,999",0.10734851412045124,2026-07-29
bfg_q2,bioscancast,20260729_rerun,"5,000 or more",0.0026323897255658975,2026-07-29
bfg_q2,bioscancast_baseline,20260729_rerun,under 750,0.2,2026-07-29
bfg_q2,bioscancast_baseline,20260729_rerun,"750 to 1,499",0.3,2026-07-29
bfg_q2,bioscancast_baseline,20260729_rerun,"1,500 to 2,999",0.25,2026-07-29
bfg_q2,bioscancast_baseline,20260729_rerun,"3,000 to 4,999",0.15,2026-07-29
bfg_q2,bioscancast_baseline,20260729_rerun,"5,000 or more",0.1,2026-07-29
bfg_q3,bioscancast,20260729_rerun,YES,0.7904930822044521,2026-07-29
bfg_q3,bioscancast,20260729_rerun,NO,0.20950691779554798,2026-07-29
bfg_q3,bioscancast_baseline,20260729_rerun,YES,0.4,2026-07-29
bfg_q3,bioscancast_baseline,20260729_rerun,NO,0.6,2026-07-29
bfg_q4,bioscancast,20260729_rerun,exactly 1,0.9861344858245656,2026-07-29
bfg_q4,bioscancast,20260729_rerun,2,0.013208583950788446,2026-07-29
bfg_q4,bioscancast,20260729_rerun,3,0.0005255441797166192,2026-07-29
bfg_q4,bioscancast,20260729_rerun,4 or more,0.00013138604492915493,2026-07-29
bfg_q4,bioscancast_baseline,20260729_rerun,exactly 1,0.4,2026-07-29
bfg_q4,bioscancast_baseline,20260729_rerun,2,0.3,2026-07-29
bfg_q4,bioscancast_baseline,20260729_rerun,3,0.2,2026-07-29
bfg_q4,bioscancast_baseline,20260729_rerun,4 or more,0.1,2026-07-29
bfg_q5,bioscancast,20260729_rerun,"trials ongoing, no efficacy results reported",0.31227084165132474,2026-07-29
bfg_q5,bioscancast,20260729_rerun,interim efficacy results reported from any BVD vaccine or therapeutic trial,0.4133902886567664,2026-07-29
bfg_q5,bioscancast,20260729_rerun,emergency use authorization or WHO emergency use listing granted for any BVD vaccine or therapeutic,0.17431861977348373,2026-07-29
bfg_q5,bioscancast,20260729_rerun,vaccine or therapeutic deployed at scale in affected countries beyond the trials,0.10002024991842519,2026-07-29
bfg_q5,bioscancast_baseline,20260729_rerun,"trials ongoing, no efficacy results reported",0.4,2026-07-29
bfg_q5,bioscancast_baseline,20260729_rerun,interim efficacy results reported from any BVD vaccine or therapeutic trial,0.3,2026-07-29
bfg_q5,bioscancast_baseline,20260729_rerun,emergency use authorization or WHO emergency use listing granted for any BVD vaccine or therapeutic,0.2,2026-07-29
bfg_q5,bioscancast_baseline,20260729_rerun,vaccine or therapeutic deployed at scale in affected countries beyond the trials,0.1,2026-07-29
bfg_q6,bioscancast,20260729_rerun,0 to 4,0.9913961659251884,2026-07-29
bfg_q6,bioscancast,20260729_rerun,5 to 14,0.008473130040355645,2026-07-29
bfg_q6,bioscancast,20260729_rerun,15 to 29,0.00011409253307558421,2026-07-29
bfg_q6,bioscancast,20260729_rerun,30 to 59,1.6611501344518404e-05,2026-07-29
bfg_q6,bioscancast,20260729_rerun,60 or more,3.57883947501418e-14,2026-07-29
bfg_q6,bioscancast_baseline,20260729_rerun,0 to 4,0.5,2026-07-29
bfg_q6,bioscancast_baseline,20260729_rerun,5 to 14,0.3,2026-07-29
bfg_q6,bioscancast_baseline,20260729_rerun,15 to 29,0.15,2026-07-29
bfg_q6,bioscancast_baseline,20260729_rerun,30 to 59,0.04,2026-07-29
bfg_q6,bioscancast_baseline,20260729_rerun,60 or more,0.01,2026-07-29
bfg_q7,bioscancast,20260729_rerun,YES,0.0004163197335553706,2026-07-29
bfg_q7,bioscancast,20260729_rerun,NO,0.9995836802664447,2026-07-29
bfg_q7,bioscancast_baseline,20260729_rerun,YES,0.3,2026-07-29
bfg_q7,bioscancast_baseline,20260729_rerun,NO,0.7,2026-07-29
bfg_q8,bioscancast,20260729_rerun,H5N1,0.9998440732259813,2026-07-29
bfg_q8,bioscancast,20260729_rerun,H5N5,2.242918321512735e-05,2026-07-29
bfg_q8,bioscancast,20260729_rerun,Another H5Nx,0.00010410704635839053,2026-07-29
bfg_q8,bioscancast,20260729_rerun,No human H5 cases reported in the period,2.939054444508985e-05,2026-07-29
bfg_q8,bioscancast_baseline,20260729_rerun,H5N1,0.6,2026-07-29
bfg_q8,bioscancast_baseline,20260729_rerun,H5N5,0.1,2026-07-29
bfg_q8,bioscancast_baseline,20260729_rerun,Another H5Nx,0.2,2026-07-29
bfg_q8,bioscancast_baseline,20260729_rerun,No human H5 cases reported in the period,0.1,2026-07-29
bfg_q9,bioscancast,20260729_rerun,exactly 20,0.07999999999999999,2026-07-29
bfg_q9,bioscancast,20260729_rerun,21 to 23,0.2,2026-07-29
bfg_q9,bioscancast,20260729_rerun,24 to 26,0.39,2026-07-29
bfg_q9,bioscancast,20260729_rerun,27 or more,0.33,2026-07-29
bfg_q9,bioscancast_baseline,20260729_rerun,exactly 20,0.15,2026-07-29
bfg_q9,bioscancast_baseline,20260729_rerun,21 to 23,0.25,2026-07-29
bfg_q9,bioscancast_baseline,20260729_rerun,24 to 26,0.35,2026-07-29
bfg_q9,bioscancast_baseline,20260729_rerun,27 or more,0.25,2026-07-29
bfg_q10,bioscancast,20260729_rerun,0,0.9674662397011308,2026-07-29
bfg_q10,bioscancast,20260729_rerun,1,0.03231243184144652,2026-07-29
bfg_q10,bioscancast,20260729_rerun,2 or more,0.00022132845742258968,2026-07-29
bfg_q10,bioscancast_baseline,20260729_rerun,0,0.4,2026-07-29
bfg_q10,bioscancast_baseline,20260729_rerun,1,0.3,2026-07-29
bfg_q10,bioscancast_baseline,20260729_rerun,2 or more,0.3,2026-07-29
bfg_q11,bioscancast,20260729_rerun,"under 200,000",0.15000000000000002,2026-07-29
bfg_q11,bioscancast,20260729_rerun,"200,000 to 299,999",0.35,2026-07-29
bfg_q11,bioscancast,20260729_rerun,"300,000 to 449,999",0.30000000000000004,2026-07-29
bfg_q11,bioscancast,20260729_rerun,"450,000 to 649,999",0.15000000000000002,2026-07-29
bfg_q11,bioscancast,20260729_rerun,"650,000 or more",0.05000000000000002,2026-07-29
bfg_q11,bioscancast_baseline,20260729_rerun,"under 200,000",0.25,2026-07-29
bfg_q11,bioscancast_baseline,20260729_rerun,"200,000 to 299,999",0.35,2026-07-29
bfg_q11,bioscancast_baseline,20260729_rerun,"300,000 to 449,999",0.2,2026-07-29
bfg_q11,bioscancast_baseline,20260729_rerun,"450,000 to 649,999",0.1,2026-07-29
bfg_q11,bioscancast_baseline,20260729_rerun,"650,000 or more",0.1,2026-07-29
bfg_q12,bioscancast,20260729_rerun,YES,0.0038564281288835825,2026-07-29
bfg_q12,bioscancast,20260729_rerun,NO,0.9961435718711164,2026-07-29
bfg_q12,bioscancast_baseline,20260729_rerun,YES,0.3,2026-07-29
bfg_q12,bioscancast_baseline,20260729_rerun,NO,0.7,2026-07-29
bfg_q13,bioscancast,20260729_rerun,"under 3,000",0.17799778684213882,2026-07-29
bfg_q13,bioscancast,20260729_rerun,"3,000 to 6,999",0.32266727604971535,2026-07-29
bfg_q13,bioscancast,20260729_rerun,"7,000 to 11,999",0.26867012287937486,2026-07-29
bfg_q13,bioscancast,20260729_rerun,"12,000 to 19,999",0.14933542943748468,2026-07-29
bfg_q13,bioscancast,20260729_rerun,"20,000 or more",0.08132938479128632,2026-07-29
bfg_q13,bioscancast_baseline,20260729_rerun,"under 3,000",0.25,2026-07-29
bfg_q13,bioscancast_baseline,20260729_rerun,"3,000 to 6,999",0.35,2026-07-29
bfg_q13,bioscancast_baseline,20260729_rerun,"7,000 to 11,999",0.2,2026-07-29
bfg_q13,bioscancast_baseline,20260729_rerun,"12,000 to 19,999",0.1,2026-07-29
bfg_q13,bioscancast_baseline,20260729_rerun,"20,000 or more",0.1,2026-07-29
bfg_q14,bioscancast,20260729_rerun,"under 3,000",0.9634809768016432,2026-07-29
bfg_q14,bioscancast,20260729_rerun,"3,000 to 3,999",0.03517858313602959,2026-07-29
bfg_q14,bioscancast,20260729_rerun,"4,000 to 5,499",0.001246094094040158,2026-07-29
bfg_q14,bioscancast,20260729_rerun,"5,500 to 7,999",9.434596828695343e-05,2026-07-29
bfg_q14,bioscancast,20260729_rerun,"8,000 or more",1.4976488930766828e-18,2026-07-29
bfg_q14,bioscancast_baseline,20260729_rerun,"under 3,000",0.25,2026-07-29
bfg_q14,bioscancast_baseline,20260729_rerun,"3,000 to 3,999",0.35,2026-07-29
bfg_q14,bioscancast_baseline,20260729_rerun,"4,000 to 5,499",0.2,2026-07-29
bfg_q14,bioscancast_baseline,20260729_rerun,"5,500 to 7,999",0.1,2026-07-29
bfg_q14,bioscancast_baseline,20260729_rerun,"8,000 or more",0.1,2026-07-29
bfg_q15,bioscancast,20260729_rerun,YES,0.19936771286075058,2026-07-29
bfg_q15,bioscancast,20260729_rerun,NO,0.8006322871392494,2026-07-29
bfg_q15,bioscancast_baseline,20260729_rerun,YES,0.6,2026-07-29
bfg_q15,bioscancast_baseline,20260729_rerun,NO,0.4,2026-07-29
bfg_q16,bioscancast,20260729_rerun,0,0.9995265289829749,2026-07-29
bfg_q16,bioscancast,20260729_rerun,1,0.0003570027933882246,2026-07-29
bfg_q16,bioscancast,20260729_rerun,2 to 3,9.317457890949696e-05,2026-07-29
bfg_q16,bioscancast,20260729_rerun,4 to 6,2.3293644727374284e-05,2026-07-29
bfg_q16,bioscancast,20260729_rerun,7 or more,1.0811952126072353e-18,2026-07-29
bfg_q16,bioscancast_baseline,20260729_rerun,0,0.6,2026-07-29
bfg_q16,bioscancast_baseline,20260729_rerun,1,0.2,2026-07-29
bfg_q16,bioscancast_baseline,20260729_rerun,2 to 3,0.1,2026-07-29
bfg_q16,bioscancast_baseline,20260729_rerun,4 to 6,0.05,2026-07-29
bfg_q16,bioscancast_baseline,20260729_rerun,7 or more,0.05,2026-07-29
bfg_q17,bioscancast,20260729_rerun,"under 175,000",0.05004741110793095,2026-07-29
bfg_q17,bioscancast,20260729_rerun,"175,000 to 274,999",0.1166800674798702,2026-07-29
bfg_q17,bioscancast,20260729_rerun,"275,000 to 399,999",0.22979473250533247,2026-07-29
bfg_q17,bioscancast,20260729_rerun,"400,000 to 599,999",0.3436267031113846,2026-07-29
bfg_q17,bioscancast,20260729_rerun,"600,000 or more",0.25985108579548183,2026-07-29
bfg_q17,bioscancast_baseline,20260729_rerun,"under 175,000",0.25,2026-07-29
bfg_q17,bioscancast_baseline,20260729_rerun,"175,000 to 274,999",0.3,2026-07-29
bfg_q17,bioscancast_baseline,20260729_rerun,"275,000 to 399,999",0.2,2026-07-29
bfg_q17,bioscancast_baseline,20260729_rerun,"400,000 to 599,999",0.15,2026-07-29
bfg_q17,bioscancast_baseline,20260729_rerun,"600,000 or more",0.1,2026-07-29
bfg_q18,bioscancast,20260729_rerun,under 1.5M,0.13224776065337773,2026-07-29
bfg_q18,bioscancast,20260729_rerun,1.5M to 1.99M,0.26558787002336703,2026-07-29
bfg_q18,bioscancast,20260729_rerun,2.0M to 2.99M,0.3493980540729207,2026-07-29
bfg_q18,bioscancast,20260729_rerun,3.0M to 4.49M,0.16259547203444788,2026-07-29
bfg_q18,bioscancast,20260729_rerun,4.5M or more,0.09017084321588666,2026-07-29
bfg_q18,bioscancast_baseline,20260729_rerun,under 1.5M,0.25,2026-07-29
bfg_q18,bioscancast_baseline,20260729_rerun,1.5M to 1.99M,0.3,2026-07-29
bfg_q18,bioscancast_baseline,20260729_rerun,2.0M to 2.99M,0.2,2026-07-29
bfg_q18,bioscancast_baseline,20260729_rerun,3.0M to 4.49M,0.15,2026-07-29
bfg_q18,bioscancast_baseline,20260729_rerun,4.5M or more,0.1,2026-07-29
bfg_q19,bioscancast,20260729_rerun,0,0.15146409525836774,2026-07-29
bfg_q19,bioscancast,20260729_rerun,1,0.3159200104472024,2026-07-29
bfg_q19,bioscancast,20260729_rerun,2 to 3,0.3534162222695246,2026-07-29
bfg_q19,bioscancast,20260729_rerun,4 to 5,0.11558873805180543,2026-07-29
bfg_q19,bioscancast,20260729_rerun,6 or more,0.06361093397309991,2026-07-29
bfg_q19,bioscancast_baseline,20260729_rerun,0,0.4,2026-07-29
bfg_q19,bioscancast_baseline,20260729_rerun,1,0.3,2026-07-29
bfg_q19,bioscancast_baseline,20260729_rerun,2 to 3,0.2,2026-07-29
bfg_q19,bioscancast_baseline,20260729_rerun,4 to 5,0.1,2026-07-29
bfg_q19,bioscancast_baseline,20260729_rerun,6 or more,0.0,2026-07-29
bfg_q20,bioscancast,20260729_rerun,8 or fewer,0.28,2026-07-29
bfg_q20,bioscancast,20260729_rerun,9 to 11,0.32,2026-07-29
bfg_q20,bioscancast,20260729_rerun,12 to 14,0.22,2026-07-29
bfg_q20,bioscancast,20260729_rerun,15 to 17,0.12000000000000001,2026-07-29
bfg_q20,bioscancast,20260729_rerun,18 or more,0.05999999999999997,2026-07-29
bfg_q20,bioscancast_baseline,20260729_rerun,8 or fewer,0.25,2026-07-29
bfg_q20,bioscancast_baseline,20260729_rerun,9 to 11,0.3,2026-07-29
bfg_q20,bioscancast_baseline,20260729_rerun,12 to 14,0.2,2026-07-29
bfg_q20,bioscancast_baseline,20260729_rerun,15 to 17,0.15,2026-07-29
bfg_q20,bioscancast_baseline,20260729_rerun,18 or more,0.1,2026-07-29
bfg_q21,bioscancast,20260729_rerun,YES,0.1,2026-07-29
bfg_q21,bioscancast,20260729_rerun,NO,0.9,2026-07-29
bfg_q21,bioscancast_baseline,20260729_rerun,YES,0.3,2026-07-29
bfg_q21,bioscancast_baseline,20260729_rerun,NO,0.7,2026-07-29
bfg_q22,bioscancast,20260729_rerun,15 or fewer,0.44284372402293576,2026-07-29
bfg_q22,bioscancast,20260729_rerun,16 to 30,0.2992738868866062,2026-07-29
bfg_q22,bioscancast,20260729_rerun,31 to 50,0.15104869609575738,2026-07-29
bfg_q22,bioscancast,20260729_rerun,51 to 79,0.06741131615563198,2026-07-29
bfg_q22,bioscancast,20260729_rerun,80 or more,0.0394223768390687,2026-07-29
bfg_q22,bioscancast_baseline,20260729_rerun,15 or fewer,0.4,2026-07-29
bfg_q22,bioscancast_baseline,20260729_rerun,16 to 30,0.3,2026-07-29
bfg_q22,bioscancast_baseline,20260729_rerun,31 to 50,0.15,2026-07-29
bfg_q22,bioscancast_baseline,20260729_rerun,51 to 79,0.1,2026-07-29
bfg_q22,bioscancast_baseline,20260729_rerun,80 or more,0.05,2026-07-29
bfg_q23,bioscancast,20260729_rerun,YES,0.879921852289303,2026-07-29
bfg_q23,bioscancast,20260729_rerun,NO,0.12007814771069693,2026-07-29
bfg_q23,bioscancast_baseline,20260729_rerun,YES,0.6,2026-07-29
bfg_q23,bioscancast_baseline,20260729_rerun,NO,0.4,2026-07-29
bfg_q24,bioscancast,20260729_rerun,"under 250,000",0.18573465330668457,2026-07-29
bfg_q24,bioscancast,20260729_rerun,"250,000 to 374,999",0.29598980218045434,2026-07-29
bfg_q24,bioscancast,20260729_rerun,"375,000 to 524,999",0.25128549491082414,2026-07-29
bfg_q24,bioscancast,20260729_rerun,"525,000 to 749,999",0.15646972111615134,2026-07-29
bfg_q24,bioscancast,20260729_rerun,"750,000 or more",0.11052032848588564,2026-07-29
bfg_q24,bioscancast_baseline,20260729_rerun,"under 250,000",0.4,2026-07-29
bfg_q24,bioscancast_baseline,20260729_rerun,"250,000 to 374,999",0.3,2026-07-29
bfg_q24,bioscancast_baseline,20260729_rerun,"375,000 to 524,999",0.15,2026-07-29
bfg_q24,bioscancast_baseline,20260729_rerun,"525,000 to 749,999",0.1,2026-07-29
bfg_q24,bioscancast_baseline,20260729_rerun,"750,000 or more",0.05,2026-07-29
bfg_q25,bioscancast,20260729_rerun,"under 2,000",0.07116510672240876,2026-07-29
bfg_q25,bioscancast,20260729_rerun,"2,000 to 2,999",0.1667177836438649,2026-07-29
bfg_q25,bioscancast,20260729_rerun,"3,000 to 3,999",0.3297393023631938,2026-07-29
bfg_q25,bioscancast,20260729_rerun,"4,000 to 5,499",0.2620345937318108,2026-07-29
bfg_q25,bioscancast,20260729_rerun,"5,500 or more",0.17034321353872175,2026-07-29
bfg_q25,bioscancast_baseline,20260729_rerun,"under 2,000",0.25,2026-07-29
bfg_q25,bioscancast_baseline,20260729_rerun,"2,000 to 2,999",0.3,2026-07-29
bfg_q25,bioscancast_baseline,20260729_rerun,"3,000 to 3,999",0.2,2026-07-29
bfg_q25,bioscancast_baseline,20260729_rerun,"4,000 to 5,499",0.15,2026-07-29
bfg_q25,bioscancast_baseline,20260729_rerun,"5,500 or more",0.1,2026-07-29
bfg_q1,bioscancast,2026-08-11,"under 2,500",0.11939650272869769,2026-08-11
bfg_q1,bioscancast,2026-08-11,"2,500 to 4,999",0.17779204787028088,2026-08-11
bfg_q1,bioscancast,2026-08-11,"5,000 to 9,999",0.2707949342962455,2026-08-11
bfg_q1,bioscancast,2026-08-11,"10,000 to 19,999",0.2674946308790723,2026-08-11
bfg_q1,bioscancast,2026-08-11,"20,000 or more",0.16452188422570374,2026-08-11
bfg_q1,bioscancast_baseline,2026-08-11,"under 2,500",0.25,2026-08-11
bfg_q1,bioscancast_baseline,2026-08-11,"2,500 to 4,999",0.35,2026-08-11
bfg_q1,bioscancast_baseline,2026-08-11,"5,000 to 9,999",0.2,2026-08-11
bfg_q1,bioscancast_baseline,2026-08-11,"10,000 to 19,999",0.1,2026-08-11
bfg_q1,bioscancast_baseline,2026-08-11,"20,000 or more",0.1,2026-08-11
bfg_q2,bioscancast,2026-08-11,under 750,6.58126458544953e-10,2026-08-11
bfg_q2,bioscancast,2026-08-11,"750 to 1,499",1.6011432238007115e-08,2026-08-11
bfg_q2,bioscancast,2026-08-11,"1,500 to 2,999",0.9790190670209812,2026-08-11
bfg_q2,bioscancast,2026-08-11,"3,000 to 4,999",0.02098091162335801,2026-08-11
bfg_q2,bioscancast,2026-08-11,"5,000 or more",4.686102153453271e-09,2026-08-11
bfg_q2,bioscancast_baseline,2026-08-11,under 750,0.2,2026-08-11
bfg_q2,bioscancast_baseline,2026-08-11,"750 to 1,499",0.3,2026-08-11
bfg_q2,bioscancast_baseline,2026-08-11,"1,500 to 2,999",0.25,2026-08-11
bfg_q2,bioscancast_baseline,2026-08-11,"3,000 to 4,999",0.15,2026-08-11
bfg_q2,bioscancast_baseline,2026-08-11,"5,000 or more",0.1,2026-08-11
bfg_q3,bioscancast,2026-08-11,YES,0.60173338701339,2026-08-11
bfg_q3,bioscancast,2026-08-11,NO,0.39826661298661,2026-08-11
bfg_q3,bioscancast_baseline,2026-08-11,YES,0.4,2026-08-11
bfg_q3,bioscancast_baseline,2026-08-11,NO,0.6,2026-08-11
bfg_q4,bioscancast,2026-08-11,exactly 1,0.9949323711066445,2026-08-11
bfg_q4,bioscancast,2026-08-11,2,0.004758993873717791,2026-08-11
bfg_q4,bioscancast,2026-08-11,3,0.00018935122348903604,2026-08-11
bfg_q4,bioscancast,2026-08-11,4 or more,0.0001192837961485924,2026-08-11
bfg_q4,bioscancast_baseline,2026-08-11,exactly 1,0.4,2026-08-11
bfg_q4,bioscancast_baseline,2026-08-11,2,0.3,2026-08-11
bfg_q4,bioscancast_baseline,2026-08-11,3,0.2,2026-08-11
bfg_q4,bioscancast_baseline,2026-08-11,4 or more,0.1,2026-08-11
bfg_q5,bioscancast,2026-08-11,"trials ongoing, no efficacy results reported",0.30995401425537433,2026-08-11
bfg_q5,bioscancast,2026-08-11,interim efficacy results reported from any BVD vaccine or therapeutic trial,0.40338607561409723,2026-08-11
bfg_q5,bioscancast,2026-08-11,emergency use authorization or WHO emergency use listing granted for any BVD vaccine or therapeutic,0.17663805212650116,2026-08-11
